rnum,rank,targetDt,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,audiCnt,scrnCnt,showCnt,movieNmEn,genreAlt,repNationNm,repGenreNm
6,6,20170925,OLD,20177541,아메리칸 메이드,2017-09-14 00:00:00,37712400,2.8,5297,403,942,American Made,"범죄,액션",미국,범죄
7,7,20170925,NEW,20165450,남한산성,2017-10-03 00:00:00,30010000,2.3,3680,12,19,The Fortress,"사극,드라마",한국,사극
8,8,20170925,OLD,20168241,잃어버린 도시 Z,2017-09-21 00:00:00,24181100,1.8,3443,352,828,The Lost City Of Z,"액션,어드벤처,드라마",미국,액션
1,1,20170926,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,627873600,45.9,87456,1075,5411,I Can Speak ,코미디,한국,코미디
2,2,20170926,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,172874600,12.6,23327,629,2596,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
3,3,20170926,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,118694800,8.7,15805,491,1859,Baby Driver,"액션,범죄,스릴러",영국,액션
4,4,20170926,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,52760500,3.9,7072,213,567,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
5,5,20170926,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,44434100,3.3,5825,190,632,The Hitman's Bodyguard,"액션,코미디",미국,액션
6,6,20170926,OLD,20177541,아메리칸 메이드,2017-09-14 00:00:00,35572600,2.6,4983,405,931,American Made,"범죄,액션",미국,범죄
7,7,20170926,OLD,20168241,잃어버린 도시 Z,2017-09-21 00:00:00,24110700,1.8,3346,352,793,The Lost City Of Z,"액션,어드벤처,드라마",미국,액션
9,9,20170926,OLD,20172742,범죄도시,2017-10-03 00:00:00,23442000,1.7,2905,18,18,THE OUTLAWS,"범죄,액션",한국,범죄
10,10,20170926,OLD,20165450,남한산성,2017-10-03 00:00:00,28977800,2.1,2888,23,23,The Fortress,"사극,드라마",한국,사극
1,1,20170927,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,3056786300,72.9,481948,1687,7621,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20170927,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,728527400,17.4,126570,934,3952,I Can Speak ,코미디,한국,코미디
3,3,20170927,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,106254900,2.5,17697,503,1237,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
4,4,20170927,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,50197300,1.2,8548,335,649,Baby Driver,"액션,범죄,스릴러",영국,액션
5,5,20170927,NEW,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,36674500,0.9,5975,324,416,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
6,6,20170927,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,25720200,0.6,4171,138,234,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
7,7,20170927,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,21667800,0.5,3500,162,291,The Hitman's Bodyguard,"액션,코미디",미국,액션
8,8,20170927,OLD,20165450,남한산성,2017-10-03 00:00:00,21644000,0.5,2889,15,15,The Fortress,"사극,드라마",한국,사극
10,10,20170927,OLD,20171312,우리의 20세기,2017-09-27 00:00:00,9725000,0.2,1475,87,127,20th Century Women,드라마,미국,드라마
1,1,20170928,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2166554100,70.3,278537,1582,7626,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20170928,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,518518100,16.8,72396,887,3969,I Can Speak ,코미디,한국,코미디
3,3,20170928,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,81370500,2.6,11108,461,1085,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
4,4,20170928,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,46009700,1.5,6100,276,550,Baby Driver,"액션,범죄,스릴러",영국,액션
5,5,20170928,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,27716400,0.9,3712,276,332,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
6,6,20170928,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,25104500,0.8,3588,296,426,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
8,8,20170928,OLD,20165450,남한산성,2017-10-03 00:00:00,21272000,0.7,2658,12,13,The Fortress,"사극,드라마",한국,사극
9,9,20170928,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,19301700,0.6,2571,96,177,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
10,10,20170928,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,16977400,0.6,2214,146,243,The Hitman's Bodyguard,"액션,코미디",미국,액션
1,1,20170929,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2979805876,66.7,345663,1594,7905,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20170929,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,928975874,20.8,119762,937,4219,I Can Speak ,코미디,한국,코미디
3,3,20170929,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,146719500,3.3,18603,458,1090,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
4,4,20170929,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,88902774,2,11252,305,584,Baby Driver,"액션,범죄,스릴러",영국,액션
5,5,20170929,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,39411600,0.9,4733,150,260,The Hitman's Bodyguard,"액션,코미디",미국,액션
6,6,20170929,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,37125900,0.8,4521,107,203,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
7,7,20170929,OLD,20165450,남한산성,2017-10-03 00:00:00,36902000,0.8,4310,23,23,The Fortress,"사극,드라마",한국,사극
8,8,20170929,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,29840100,0.7,3861,304,425,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
10,10,20170929,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,19198400,0.4,2524,256,309,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
1,1,20170930,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,5286736020,64.9,618884,1677,8543,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20170930,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1614206780,19.8,202900,901,4303,I Can Speak ,코미디,한국,코미디
3,3,20170930,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,295411400,3.6,39827,478,920,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
4,4,20170930,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,232761700,2.9,31201,436,805,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
5,5,20170930,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,205946100,2.5,25586,453,953,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
6,6,20170930,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,98443280,1.2,12118,277,470,Baby Driver,"액션,범죄,스릴러",영국,액션
7,7,20170930,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,72039100,0.9,11693,156,271,The Hitman's Bodyguard,"액션,코미디",미국,액션
8,8,20170930,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28 00:00:00,50505000,0.6,7192,128,254,Sofia the First: The Mystic Isles,"애니메이션,어드벤처,가족,판타지,뮤지컬",미국,애니메이션
10,10,20170930,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,46539400,0.6,5718,109,180,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
1,1,20171001,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,5369227400,62.9,619904,1678,8530,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20171001,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1848068600,21.7,226757,897,4262,I Can Speak ,코미디,한국,코미디
3,3,20171001,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,298315100,3.5,39598,485,963,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
4,4,20171001,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,245057000,2.9,32228,459,828,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
5,5,20171001,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,235672700,2.8,28608,460,935,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
6,6,20171001,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,84443500,1,14014,162,274,The Hitman's Bodyguard,"액션,코미디",미국,액션
7,7,20171001,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,104083100,1.2,12584,280,476,Baby Driver,"액션,범죄,스릴러",영국,액션
8,8,20171001,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28 00:00:00,60569000,0.7,8599,129,262,Sofia the First: The Mystic Isles,"애니메이션,어드벤처,가족,판타지,뮤지컬",미국,애니메이션
9,9,20171001,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,52774100,0.6,6275,103,178,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
1,1,20171002,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,3667209900,57.3,475202,1661,8436,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
2,2,20171002,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1596664100,24.9,219081,921,4352,I Can Speak ,코미디,한국,코미디
3,3,20171002,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,226843300,3.5,33487,486,953,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
4,4,20171002,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,194563100,3,28597,453,832,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
5,5,20171002,OLD,20154909,살인자의 기억법,2017-09-06 00:00:00,194182700,3,26070,451,924,MEMOIR OF A MURDERER,"범죄,스릴러",한국,범죄
6,6,20171002,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,79526000,1.2,13216,169,289,The Hitman's Bodyguard,"액션,코미디",미국,액션
7,7,20171002,OLD,20171090,베이비 드라이버,2017-09-14 00:00:00,94625700,1.5,12741,279,486,Baby Driver,"액션,범죄,스릴러",영국,액션
8,8,20171002,NEW,20165450,남한산성,2017-10-03 00:00:00,77640000,1.2,9722,40,41,The Fortress,"사극,드라마",한국,사극
9,9,20171002,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28 00:00:00,53416500,0.8,8238,135,275,Sofia the First: The Mystic Isles,"애니메이션,어드벤처,가족,판타지,뮤지컬",미국,애니메이션
10,10,20171002,OLD,20173945,인비저블 게스트,2017-09-21 00:00:00,46367700,0.7,6209,101,173,The Invisible Guest,"범죄,미스터리,스릴러",스페인,범죄
1,1,20171003,OLD,20165450,남한산성,2017-10-03 00:00:00,3669119900,39.1,444585,1125,5284,The Fortress,"사극,드라마",한국,사극
2,2,20171003,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2389982500,25.5,271178,1015,4636,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
3,3,20171003,NEW,20172742,범죄도시,2017-10-03 00:00:00,1377207900,14.7,164399,600,2395,THE OUTLAWS,"범죄,액션",한국,범죄
4,4,20171003,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1155429400,12.3,139816,717,2592,I Can Speak ,코미디,한국,코미디
5,5,20171003,NEW,20171817,넛잡 2,2017-10-03 00:00:00,205463700,2.2,27229,454,754,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171003,NEW,20170964,딥,2017-10-03 00:00:00,193615100,2.1,24826,422,654,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171003,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,69926200,0.7,9233,212,262,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171003,NEW,20171369,매직울프,2017-10-03 00:00:00,62412800,0.7,8332,168,290,Sheep & Wolves,"애니메이션,어드벤처,코미디",러시아,애니메이션
9,9,20171003,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,49068700,0.5,8312,114,187,The Hitman's Bodyguard,"액션,코미디",미국,액션
10,10,20171003,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,50615800,0.5,6694,180,197,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
1,1,20171004,OLD,20165450,남한산성,2017-10-03 00:00:00,4655991000,41.7,552722,1165,5390,The Fortress,"사극,드라마",한국,사극
2,2,20171004,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2508907600,22.5,280831,995,4426,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
3,3,20171004,OLD,20172742,범죄도시,2017-10-03 00:00:00,1737787900,15.6,206458,687,2464,THE OUTLAWS,"범죄,액션",한국,범죄
4,4,20171004,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1622726150,14.5,194624,774,2691,I Can Speak ,코미디,한국,코미디
5,5,20171004,OLD,20171817,넛잡 2,2017-10-03 00:00:00,178591100,1.6,22722,449,721,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171004,OLD,20170964,딥,2017-10-03 00:00:00,149447700,1.3,18543,411,640,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171004,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,63747900,0.6,10860,114,199,The Hitman's Bodyguard,"액션,코미디",미국,액션
8,8,20171004,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,49208000,0.4,6237,183,230,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
9,9,20171004,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,32982200,0.3,4140,150,163,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
10,10,20171004,OLD,20171369,매직울프,2017-10-03 00:00:00,22094100,0.2,2703,140,211,Sheep & Wolves,"애니메이션,어드벤처,코미디",러시아,애니메이션
1,1,20171005,OLD,20165450,남한산성,2017-10-03 00:00:00,4940801300,39.2,599797,1205,5528,The Fortress,"사극,드라마",한국,사극
2,2,20171005,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2702210100,21.5,306471,945,4011,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
3,3,20171005,OLD,20172742,범죄도시,2017-10-03 00:00:00,2305372600,18.3,277219,871,2966,THE OUTLAWS,"범죄,액션",한국,범죄
4,4,20171005,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1656946500,13.2,203407,806,2806,I Can Speak ,코미디,한국,코미디
5,5,20171005,OLD,20171817,넛잡 2,2017-10-03 00:00:00,318327200,2.5,41723,453,766,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171005,OLD,20170964,딥,2017-10-03 00:00:00,254461300,2,32431,441,698,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171005,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,89322400,0.7,11767,198,254,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171005,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,63333500,0.5,10780,112,181,The Hitman's Bodyguard,"액션,코미디",미국,액션
9,9,20171005,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,55619100,0.4,7208,144,164,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
10,10,20171005,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28 00:00:00,31211000,0.2,4287,107,174,Sofia the First: The Mystic Isles,"애니메이션,어드벤처,가족,판타지,뮤지컬",미국,애니메이션
1,1,20171006,OLD,20165450,남한산성,2017-10-03 00:00:00,4731723954,36.8,582294,1221,5466,The Fortress,"사극,드라마",한국,사극
2,2,20171006,OLD,20172742,범죄도시,2017-10-03 00:00:00,2764014054,21.5,333298,1007,3460,THE OUTLAWS,"범죄,액션",한국,범죄
3,3,20171006,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,2514100067,19.6,286426,910,3707,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171006,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1551230679,12.1,193628,790,2658,I Can Speak ,코미디,한국,코미디
5,5,20171006,OLD,20171817,넛잡 2,2017-10-03 00:00:00,434294300,3.4,58114,476,785,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171006,OLD,20170964,딥,2017-10-03 00:00:00,309482300,2.4,40189,433,663,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171006,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,106842700,0.8,14269,196,241,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171006,NEW,20168282,블레이드 러너 2049,2017-10-12 00:00:00,101636000,0.8,11660,153,153,Blade Runner 2049,"SF,액션",미국,SF
9,9,20171006,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,54802100,0.4,9290,120,172,The Hitman's Bodyguard,"액션,코미디",미국,액션
10,10,20171006,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,62681200,0.5,8394,132,156,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
1,1,20171007,OLD,20165450,남한산성,2017-10-03 00:00:00,3471456338,32.3,424767,1229,5439,The Fortress,"사극,드라마",한국,사극
2,2,20171007,OLD,20172742,범죄도시,2017-10-03 00:00:00,3087016738,28.7,369907,1158,4065,THE OUTLAWS,"범죄,액션",한국,범죄
3,3,20171007,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,1989296819,18.5,227000,878,3361,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171007,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1147597343,10.7,142788,783,2566,I Can Speak ,코미디,한국,코미디
5,5,20171007,OLD,20171817,넛잡 2,2017-10-03 00:00:00,366651300,3.4,49030,485,808,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171007,OLD,20170964,딥,2017-10-03 00:00:00,219139600,2,28494,420,625,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171007,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,94389400,0.9,12699,195,250,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171007,OLD,20168282,블레이드 러너 2049,2017-10-12 00:00:00,77295600,0.7,8847,155,155,Blade Runner 2049,"SF,액션",미국,SF
9,9,20171007,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,52503100,0.5,7012,138,158,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
10,10,20171007,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,37449900,0.3,6328,115,160,The Hitman's Bodyguard,"액션,코미디",미국,액션
1,1,20171008,OLD,20172742,범죄도시,2017-10-03 00:00:00,3573605100,34.5,425472,1315,4545,THE OUTLAWS,"범죄,액션",한국,범죄
2,2,20171008,OLD,20165450,남한산성,2017-10-03 00:00:00,3004716900,29,365976,1203,5212,The Fortress,"사극,드라마",한국,사극
3,3,20171008,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,1795106500,17.3,203249,857,3199,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171008,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,1027218200,9.9,126906,756,2457,I Can Speak ,코미디,한국,코미디
5,5,20171008,OLD,20171817,넛잡 2,2017-10-03 00:00:00,356621600,3.4,47061,506,853,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171008,OLD,20170964,딥,2017-10-03 00:00:00,177598900,1.7,22745,414,593,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171008,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,86139700,0.8,11413,211,258,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171008,OLD,20168282,블레이드 러너 2049,2017-10-12 00:00:00,77539700,0.7,8823,153,153,Blade Runner 2049,"SF,액션",미국,SF
9,9,20171008,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,45623000,0.4,6053,137,155,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
10,10,20171008,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,31201100,0.3,5286,104,146,The Hitman's Bodyguard,"액션,코미디",미국,액션
1,1,20171009,OLD,20172742,범죄도시,2017-10-03 00:00:00,3387916200,39.4,403114,1266,4784,THE OUTLAWS,"범죄,액션",한국,범죄
2,2,20171009,OLD,20165450,남한산성,2017-10-03 00:00:00,2050060400,23.8,256815,1152,4835,The Fortress,"사극,드라마",한국,사극
3,3,20171009,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,1243415800,14.4,142491,793,2985,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171009,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,879636800,10.2,111997,717,2349,I Can Speak ,코미디,한국,코미디
5,5,20171009,OLD,20171817,넛잡 2,2017-10-03 00:00:00,459940900,5.3,62056,526,880,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171009,OLD,20170964,딥,2017-10-03 00:00:00,230761800,2.7,30334,416,602,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
7,7,20171009,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27 00:00:00,94481100,1.1,12816,198,258,Yo-Kai Watch Movie 3,애니메이션,일본,애니메이션
8,8,20171009,OLD,20170364,레고 닌자고 무비,2017-09-28 00:00:00,58709800,0.7,7940,144,161,The Lego Ninjago Movie,"애니메이션,액션,코미디,어드벤처,가족",미국,애니메이션
9,9,20171009,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28 00:00:00,36287000,0.4,5105,96,145,Sofia the First: The Mystic Isles,"애니메이션,어드벤처,가족,판타지,뮤지컬",미국,애니메이션
10,10,20171009,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,26962900,0.3,4557,93,133,The Hitman's Bodyguard,"액션,코미디",미국,액션
1,1,20171010,OLD,20172742,범죄도시,2017-10-03 00:00:00,1342148600,56.8,178322,1020,4689,THE OUTLAWS,"범죄,액션",한국,범죄
2,2,20171010,OLD,20165450,남한산성,2017-10-03 00:00:00,400933000,17,56673,1011,4332,The Fortress,"사극,드라마",한국,사극
3,3,20171010,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,352722200,14.9,45508,725,2918,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171010,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,147187300,6.2,20777,614,2166,I Can Speak ,코미디,한국,코미디
5,5,20171010,NEW,20154907,희생부활자,2017-10-12 00:00:00,22902000,1,2895,9,9,RV: Resurrected Victims,"미스터리,스릴러",한국,미스터리
6,6,20171010,OLD,20171312,우리의 20세기,2017-09-27 00:00:00,10207700,0.4,1546,62,87,20th Century Women,드라마,미국,드라마
7,7,20171010,OLD,20171817,넛잡 2,2017-10-03 00:00:00,9811900,0.4,1454,236,293,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
8,8,20171010,OLD,20170964,딥,2017-10-03 00:00:00,7088500,0.3,1169,167,181,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
9,9,20171010,OLD,20173092,어메이징 메리,2017-10-04 00:00:00,7637500,0.3,1083,57,109,Gifted,드라마,미국,드라마
10,10,20171010,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,5929500,0.3,1000,94,146,The Hitman's Bodyguard,"액션,코미디",미국,액션
1,1,20171011,OLD,20172742,범죄도시,2017-10-03 00:00:00,1332961800,56.5,177691,1045,4819,THE OUTLAWS,"범죄,액션",한국,범죄
2,2,20171011,OLD,20165450,남한산성,2017-10-03 00:00:00,407708900,17.3,57962,1005,4235,The Fortress,"사극,드라마",한국,사극
3,3,20171011,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,327388000,13.9,42007,700,2880,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
4,4,20171011,OLD,20174142,아이 캔 스피크,2017-09-21 00:00:00,180454900,7.6,25723,593,2168,I Can Speak ,코미디,한국,코미디
5,5,20171011,OLD,20171817,넛잡 2,2017-10-03 00:00:00,12742500,0.5,2026,223,272,The Nut Job 2: Nutty by Nature,"애니메이션,어드벤처,코미디,가족",한국,애니메이션
6,6,20171011,OLD,20173092,어메이징 메리,2017-10-04 00:00:00,10012000,0.4,1379,60,116,Gifted,드라마,미국,드라마
7,7,20171011,OLD,20170964,딥,2017-10-03 00:00:00,8687500,0.4,1279,166,186,Deep,"애니메이션,뮤지컬,어드벤처",스페인,애니메이션
8,8,20171011,OLD,20171962,킬러의 보디가드,2017-08-30 00:00:00,6269200,0.3,1060,98,145,The Hitman's Bodyguard,"액션,코미디",미국,액션
9,9,20171011,OLD,20169463,다시 태어나도 우리,2017-09-27 00:00:00,6407500,0.3,913,37,60,Becoming Who I Was,다큐멘터리,한국,다큐멘터리
10,10,20171011,OLD,20171312,우리의 20세기,2017-09-27 00:00:00,5540200,0.2,748,39,64,20th Century Women,드라마,미국,드라마
1,1,20171012,OLD,20172742,범죄도시,2017-10-03 00:00:00,1176894500,46,155478,898,3841,THE OUTLAWS,"범죄,액션",한국,범죄
2,2,20171012,NEW,20154907,희생부활자,2017-10-12 00:00:00,359864000,14.1,49100,781,3808,RV: Resurrected Victims,"미스터리,스릴러",한국,미스터리
3,3,20171012,OLD,20165450,남한산성,2017-10-03 00:00:00,293178900,11.4,41895,702,2370,The Fortress,"사극,드라마",한국,사극
4,4,20171012,OLD,20168282,블레이드 러너 2049,2017-10-12 00:00:00,288515000,11.3,35745,635,2198,Blade Runner 2049,"SF,액션",미국,SF
5,5,20171012,OLD,20175222,킹스맨: 골든 서클,2017-09-27 00:00:00,212499900,8.3,27998,505,1626,Kingsman: The Golden Circle,"액션,어드벤처,코미디",미국,액션
