rnum,rank,targetDt,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,audiCnt,scrnCnt,showCnt,movieNmEn,genreAlt,repNationNm,repGenreNm
10,10,20220606,OLD,20211568,"아치의 노래, 정태춘",2022-05-18 00:00:00,4896900,0.1,492,22,27,Song of the Poet,다큐멘터리,한국,다큐멘터리
1,1,20220607,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1335486060,62.2,136510,1557,7344,The Roundup,"범죄,액션",한국,범죄
2,2,20220607,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,591146430,27.6,58704,1778,6776,Jurassic World: Dominion,"액션,어드벤처",미국,액션
5,5,20220607,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,35581920,1.7,3510,152,256,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
6,6,20220607,NEW,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,31517000,1.5,3457,9,15,The Witch: Part 2. The Other One,액션,한국,액션
10,10,20220607,NEW,20224333,더 컨트랙터,2022-04-28 00:00:00,2500000,0.1,500,2,2,The Contractor,"액션,스릴러",미국,액션
3,3,20220607,OLD,20224634,그대가 조국,2022-05-25 00:00:00,61512300,2.9,7139,192,249,The Red Herring,다큐멘터리,한국,다큐멘터리
4,4,20220607,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,31907300,1.5,3700,406,563,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
7,7,20220607,OLD,20224468,애프터 양,2022-06-01 00:00:00,15858460,0.7,1624,147,231,After Yang,"드라마,SF",미국,드라마
8,8,20220607,OLD,20210590,카시오페아,2022-06-01 00:00:00,12115800,0.6,1366,142,204,Cassiopeia,드라마,한국,드라마
2,2,20220608,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1120337070,37,114543,1249,5637,The Roundup,"범죄,액션",한국,범죄
3,3,20220608,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,395634050,13.1,39348,947,3374,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220608,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,12385370,0.4,1255,61,86,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
9,9,20220608,NEW,20200418,배니싱: 미제사건,2022-03-30 00:00:00,2500000,0.1,500,1,2,Vanishing,"범죄,스릴러",프랑스,범죄
4,4,20220608,OLD,20224634,그대가 조국,2022-05-25 00:00:00,24413160,0.8,2606,77,101,The Red Herring,다큐멘터리,한국,다큐멘터리
5,5,20220608,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,14943140,0.5,1819,206,263,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
7,7,20220608,OLD,20224468,애프터 양,2022-06-01 00:00:00,6705300,0.2,678,49,77,After Yang,"드라마,SF",미국,드라마
8,8,20220608,OLD,20223940,민스미트 작전,2022-05-11 00:00:00,5920500,0.2,625,5,5,Operation Mincemeat,"드라마,전쟁",미국,드라마
1,1,20220609,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1097405520,42.2,111857,1322,5918,The Roundup,"범죄,액션",한국,범죄
3,3,20220609,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,364302450,14,36512,936,3263,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220609,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,14015200,0.5,1372,56,89,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220609,NEW,20194376,탑건: 매버릭,2022-06-22 00:00:00,18952000,0.7,1252,2,2,Top Gun: Maverick,액션,미국,액션
4,4,20220609,OLD,20224634,그대가 조국,2022-05-25 00:00:00,24219560,0.9,2616,78,98,The Red Herring,다큐멘터리,한국,다큐멘터리
5,5,20220609,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,14877140,0.6,1806,206,255,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
8,8,20220609,OLD,20217334,안녕하세요,2022-05-25 00:00:00,5063000,0.2,1002,23,23,Good morning,드라마,한국,드라마
9,9,20220609,OLD,20223991,어부바,2022-05-11 00:00:00,4740000,0.2,946,5,8,Eobuba,가족,한국,가족
1,1,20220610,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1509984970,45.3,146311,1409,6391,The Roundup,"범죄,액션",한국,범죄
3,3,20220610,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,545108960,16.4,51914,948,3306,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220610,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,20302220,0.6,1894,63,106,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
4,4,20220610,OLD,20224634,그대가 조국,2022-05-25 00:00:00,35908360,1.1,3451,79,100,The Red Herring,다큐멘터리,한국,다큐멘터리
5,5,20220610,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,23425900,0.7,2664,235,297,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
7,7,20220610,OLD,20224468,애프터 양,2022-06-01 00:00:00,13696100,0.4,1850,51,72,After Yang,"드라마,SF",미국,드라마
1,1,20220611,OLD,20204548,범죄도시2,2022-05-18 00:00:00,3607947830,43.6,339123,1552,7301,The Roundup,"범죄,액션",한국,범죄
3,3,20220611,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,1472181870,17.8,137618,902,3197,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220611,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,45042320,0.5,4187,68,126,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220611,NEW,20194376,탑건: 매버릭,2022-06-22 00:00:00,26590000,0.3,2200,2,7,Top Gun: Maverick,액션,미국,액션
4,4,20220611,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,677240890,8.2,69715,588,1148,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
5,5,20220611,OLD,20224634,그대가 조국,2022-05-25 00:00:00,41884600,0.5,4243,77,93,The Red Herring,다큐멘터리,한국,다큐멘터리
8,8,20220611,OLD,20224468,애프터 양,2022-06-01 00:00:00,12808300,0.2,1219,51,70,After Yang,"드라마,SF",미국,드라마
1,1,20220612,OLD,20204548,범죄도시2,2022-05-18 00:00:00,3498245300,47.8,331554,1543,7164,The Roundup,"범죄,액션",한국,범죄
3,3,20220612,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,1335110960,18.2,126623,904,3102,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220612,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,42910800,0.6,4105,75,136,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220612,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,27706400,0.4,2104,8,9,Top Gun: Maverick,액션,미국,액션
4,4,20220612,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,461842260,6.3,48828,561,1110,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
5,5,20220612,OLD,20224634,그대가 조국,2022-05-25 00:00:00,51752800,0.7,5181,76,95,The Red Herring,다큐멘터리,한국,다큐멘터리
8,8,20220612,OLD,20224468,애프터 양,2022-06-01 00:00:00,13115900,0.2,1232,47,68,After Yang,"드라마,SF",미국,드라마
1,1,20220613,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1213484230,56.8,122582,1400,6778,The Roundup,"범죄,액션",한국,범죄
3,3,20220613,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,269249820,12.6,25926,790,2801,Jurassic World: Dominion,"액션,어드벤처",미국,액션
5,5,20220613,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,14134660,0.7,1385,68,124,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
8,8,20220613,OLD,20224270,배드 가이즈,2022-05-04 00:00:00,2959000,0.1,586,3,4,The Bad Guys,"애니메이션,범죄,액션",미국,애니메이션
4,4,20220613,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,16410180,0.8,1853,199,261,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
6,6,20220613,OLD,20224634,그대가 조국,2022-05-25 00:00:00,13419400,0.6,1363,68,95,The Red Herring,다큐멘터리,한국,다큐멘터리
9,9,20220613,OLD,20224468,애프터 양,2022-06-01 00:00:00,5361630,0.3,524,41,61,After Yang,"드라마,SF",미국,드라마
1,1,20220614,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1057603400,54.9,107119,1415,6750,The Roundup,"범죄,액션",한국,범죄
3,3,20220614,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,239927490,12.5,23378,802,2755,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220614,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,15497900,0.8,1523,67,125,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
4,4,20220614,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,17139300,0.9,1962,199,255,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
5,5,20220614,OLD,20224634,그대가 조국,2022-05-25 00:00:00,17060960,0.9,1821,73,99,The Red Herring,다큐멘터리,한국,다큐멘터리
8,8,20220614,OLD,20224468,애프터 양,2022-06-01 00:00:00,5708500,0.3,577,40,62,After Yang,"드라마,SF",미국,드라마
1,1,20220615,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,2642278240,60.7,266514,1559,6401,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220615,OLD,20204548,범죄도시2,2022-05-18 00:00:00,902026320,20.7,90229,1118,4155,The Roundup,"범죄,액션",한국,범죄
5,5,20220615,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,87457360,2,8947,450,794,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220615,OLD,20224270,배드 가이즈,2022-05-04 00:00:00,5289000,0.1,1055,3,5,The Bad Guys,"애니메이션,범죄,액션",미국,애니메이션
8,8,20220615,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,7493400,0.2,949,85,96,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220616,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,1786429360,54,177930,1560,6348,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220616,OLD,20204548,범죄도시2,2022-05-18 00:00:00,854638620,25.9,85573,1162,4389,The Roundup,"범죄,액션",한국,범죄
5,5,20220616,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,91151700,2.8,9466,444,772,Jurassic World: Dominion,"액션,어드벤처",미국,액션
7,7,20220616,NEW,20194376,탑건: 매버릭,2022-06-22 00:00:00,12370000,0.4,1031,3,3,Top Gun: Maverick,액션,미국,액션
6,6,20220616,OLD,20224634,그대가 조국,2022-05-25 00:00:00,9592400,0.3,1040,34,42,The Red Herring,다큐멘터리,한국,다큐멘터리
10,10,20220616,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,6536500,0.2,825,78,90,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220617,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,2363857460,52.9,224648,1597,6633,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220617,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1246704860,27.9,118477,1219,4568,The Roundup,"범죄,액션",한국,범죄
5,5,20220617,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,134938930,3,13161,459,783,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220617,NEW,20204431,모비우스,2022-03-30 00:00:00,6897000,0.2,1368,5,9,Morbius,"액션,어드벤처,드라마",미국,액션
9,9,20220617,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,7358500,0.2,790,82,99,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220618,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,4470687620,47.8,424649,1796,7124,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220618,OLD,20204548,범죄도시2,2022-05-18 00:00:00,2512339680,26.9,234780,1296,4712,The Roundup,"범죄,액션",한국,범죄
5,5,20220618,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,363573200,3.9,34951,479,791,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220618,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,285991050,3.1,25530,418,420,Top Gun: Maverick,액션,미국,액션
8,8,20220618,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,16700760,0.2,1562,31,46,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220618,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,162064260,1.7,16530,286,464,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
9,9,20220618,OLD,20224634,그대가 조국,2022-05-25 00:00:00,13341500,0.1,1424,38,49,The Red Herring,다큐멘터리,한국,다큐멘터리
10,10,20220618,OLD,20224468,애프터 양,2022-06-01 00:00:00,9555600,0.1,979,32,40,After Yang,"드라마,SF",미국,드라마
1,1,20220619,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,3778577230,46.7,359988,1763,6950,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220619,OLD,20204548,범죄도시2,2022-05-18 00:00:00,2096263180,25.9,197728,1293,4590,The Roundup,"범죄,액션",한국,범죄
5,5,20220619,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,336365890,4.2,32959,480,789,Jurassic World: Dominion,"액션,어드벤처",미국,액션
6,6,20220619,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,364059380,4.5,32297,424,427,Top Gun: Maverick,액션,미국,액션
8,8,20220619,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,16967160,0.2,1528,32,48,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220619,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,157025150,1.9,16110,270,427,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
9,9,20220619,OLD,20224634,그대가 조국,2022-05-25 00:00:00,13988400,0.2,1334,38,46,The Red Herring,다큐멘터리,한국,다큐멘터리
1,1,20220620,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,1216354070,48.6,120498,1606,6662,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220620,OLD,20204548,범죄도시2,2022-05-18 00:00:00,794101780,31.7,79524,1086,4490,The Roundup,"범죄,액션",한국,범죄
5,5,20220620,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,87756380,3.5,8701,421,760,Jurassic World: Dominion,"액션,어드벤처",미국,액션
7,7,20220620,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,7585870,0.3,741,29,48,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
8,8,20220620,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,4965200,0.2,562,68,81,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220621,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,1090125380,45.2,108182,1630,6629,The Witch: Part 2. The Other One,액션,한국,액션
2,2,20220621,OLD,20204548,범죄도시2,2022-05-18 00:00:00,736257430,30.5,73861,1131,4568,The Roundup,"범죄,액션",한국,범죄
5,5,20220621,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,97234960,4,9956,429,783,Jurassic World: Dominion,"액션,어드벤처",미국,액션
9,9,20220621,OLD,20212855,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04 00:00:00,7209400,0.3,738,26,45,Doctor Strange in the Multiverse of Madness,"액션,어드벤처,판타지",미국,액션
7,7,20220621,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,7169000,0.3,844,77,88,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220622,NEW,20194376,탑건: 매버릭,2022-06-22 00:00:00,1976049530,54.3,188312,1975,9158,Top Gun: Maverick,액션,미국,액션
2,2,20220622,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,836476290,23,82691,976,3502,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220622,OLD,20204548,범죄도시2,2022-05-18 00:00:00,577713370,15.9,57874,774,2531,The Roundup,"범죄,액션",한국,범죄
6,6,20220622,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,21223800,0.6,2271,117,141,Jurassic World: Dominion,"액션,어드벤처",미국,액션
9,9,20220622,OLD,20199500,뜨거운 피,2022-03-23 00:00:00,5000000,0.1,1000,4,5,Hot Blooded,"범죄,드라마",한국,범죄
10,9,20220622,OLD,20212783,로스트 시티,2022-04-20 00:00:00,5000000,0.1,1000,4,5,The Lost City,"액션,코미디,멜로/로맨스,어드벤처",미국,액션
1,1,20220623,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1546459190,50.5,146105,1926,8720,Top Gun: Maverick,액션,미국,액션
2,2,20220623,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,703458280,23,69690,1008,3558,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220623,OLD,20204548,범죄도시2,2022-05-18 00:00:00,537710050,17.6,53996,866,2675,The Roundup,"범죄,액션",한국,범죄
7,7,20220623,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,20987860,0.7,2208,126,149,Jurassic World: Dominion,"액션,어드벤처",미국,액션
1,1,20220624,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,2401575760,54.5,216163,1941,8948,Top Gun: Maverick,액션,미국,액션
2,2,20220624,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,958780930,21.8,90347,1041,3726,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220624,OLD,20204548,범죄도시2,2022-05-18 00:00:00,767286840,17.4,73080,876,2918,The Roundup,"범죄,액션",한국,범죄
6,6,20220624,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,24948270,0.6,2435,119,145,Jurassic World: Dominion,"액션,어드벤처",미국,액션
8,8,20220624,OLD,20212783,로스트 시티,2022-04-20 00:00:00,7000000,0.2,1400,4,5,The Lost City,"액션,코미디,멜로/로맨스,어드벤처",미국,액션
1,1,20220625,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,5192321350,57.1,472306,1858,8907,Top Gun: Maverick,액션,미국,액션
2,2,20220625,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,1785383860,19.6,167436,1054,3910,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220625,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1422688520,15.6,133108,934,3272,The Roundup,"범죄,액션",한국,범죄
6,6,20220625,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,99969430,1.1,9791,187,247,Jurassic World: Dominion,"액션,어드벤처",미국,액션
8,8,20220625,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,39722200,0.4,4105,75,98,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220626,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,4789763620,58.1,438673,1844,8589,Top Gun: Maverick,액션,미국,액션
2,2,20220626,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,1536134950,18.6,144552,1065,3826,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220626,OLD,20204548,범죄도시2,2022-05-18 00:00:00,1200049310,14.6,112669,935,3187,The Roundup,"범죄,액션",한국,범죄
6,6,20220626,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,100280150,1.2,9910,187,243,Jurassic World: Dominion,"액션,어드벤처",미국,액션
8,8,20220626,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,44137580,0.5,4630,73,95,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220627,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1654213940,58.4,156222,1722,7988,Top Gun: Maverick,액션,미국,액션
2,2,20220627,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,507170660,17.9,49794,991,3621,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220627,OLD,20204548,범죄도시2,2022-05-18 00:00:00,477712000,16.9,47529,840,3033,The Roundup,"범죄,액션",한국,범죄
5,5,20220627,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,32011470,1.1,4407,144,183,Jurassic World: Dominion,"액션,어드벤처",미국,액션
7,7,20220627,OLD,20224468,애프터 양,2022-06-01 00:00:00,7907000,0.3,1297,21,30,After Yang,"드라마,SF",미국,드라마
9,9,20220627,OLD,20210590,카시오페아,2022-06-01 00:00:00,5153000,0.2,1019,6,7,Cassiopeia,드라마,한국,드라마
1,1,20220628,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1554558540,58.9,146871,1735,7945,Top Gun: Maverick,액션,미국,액션
2,2,20220628,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,453997860,17.2,45259,1010,3605,The Witch: Part 2. The Other One,액션,한국,액션
3,3,20220628,OLD,20204548,범죄도시2,2022-05-18 00:00:00,431517930,16.4,43412,863,3045,The Roundup,"범죄,액션",한국,범죄
5,5,20220628,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,22908500,0.9,2788,137,179,Jurassic World: Dominion,"액션,어드벤처",미국,액션
7,7,20220628,OLD,20224468,애프터 양,2022-06-01 00:00:00,7536600,0.3,1199,21,32,After Yang,"드라마,SF",미국,드라마
10,10,20220628,OLD,20210590,카시오페아,2022-06-01 00:00:00,4869000,0.2,965,7,7,Cassiopeia,드라마,한국,드라마
1,1,20220629,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1830630070,48.8,208178,1325,5680,Top Gun: Maverick,액션,미국,액션
3,3,20220629,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,419482060,11.2,51031,756,2407,The Witch: Part 2. The Other One,액션,한국,액션
4,4,20220629,OLD,20204548,범죄도시2,2022-05-18 00:00:00,391350340,10.4,46196,746,2072,The Roundup,"범죄,액션",한국,범죄
7,7,20220629,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,16367000,0.4,2498,54,68,Jurassic World: Dominion,"액션,어드벤처",미국,액션
9,9,20220629,NEW,20224732,미친 능력,2022-06-29 00:00:00,6607800,0.2,810,110,165,The Unbearable Weight of Massive Talent,"범죄,액션,코미디",미국,범죄
10,10,20220629,NEW,20224662,토르: 러브 앤 썬더,2022-07-06 00:00:00,10608000,0.3,624,1,1,Thor: Love and Thunder,"액션,어드벤처,판타지",미국,액션
1,1,20220630,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1537625670,50.5,146232,1355,5775,Top Gun: Maverick,액션,미국,액션
3,3,20220630,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,364916270,12,37748,746,2349,The Witch: Part 2. The Other One,액션,한국,액션
4,4,20220630,OLD,20204548,범죄도시2,2022-05-18 00:00:00,348146860,11.4,35162,749,2015,The Roundup,"범죄,액션",한국,범죄
1,1,20220701,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,2514771670,55.2,225695,1452,6302,Top Gun: Maverick,액션,미국,액션
3,3,20220701,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,551105380,12.1,52313,766,2415,The Witch: Part 2. The Other One,액션,한국,액션
4,4,20220701,OLD,20204548,범죄도시2,2022-05-18 00:00:00,512810740,11.3,48236,776,2153,The Roundup,"범죄,액션",한국,범죄
9,9,20220701,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,11585300,0.3,1068,51,63,Jurassic World: Dominion,"액션,어드벤처",미국,액션
1,1,20220702,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,5294345740,59.9,480279,1612,7224,Top Gun: Maverick,액션,미국,액션
3,3,20220702,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,898125200,10.2,85002,778,2413,The Witch: Part 2. The Other One,액션,한국,액션
4,4,20220702,OLD,20204548,범죄도시2,2022-05-18 00:00:00,862118140,9.8,80020,817,2250,The Roundup,"범죄,액션",한국,범죄
6,6,20220702,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,42587800,0.5,4159,84,109,Jurassic World: Dominion,"액션,어드벤처",미국,액션
9,9,20220702,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,25068500,0.3,2555,63,84,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220703,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,4795769500,60.6,439247,1622,7146,Top Gun: Maverick,액션,미국,액션
3,3,20220703,OLD,20224882,마녀(魔女) Part2. The Other One,2022-06-15 00:00:00,799605730,10.1,75789,786,2390,The Witch: Part 2. The Other One,액션,한국,액션
4,4,20220703,OLD,20204548,범죄도시2,2022-05-18 00:00:00,775637810,9.8,71877,822,2218,The Roundup,"범죄,액션",한국,범죄
7,7,20220703,OLD,20206061,쥬라기 월드: 도미니언,2022-06-01 00:00:00,38799900,0.5,3736,82,105,Jurassic World: Dominion,"액션,어드벤처",미국,액션
8,8,20220703,OLD,20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01 00:00:00,31297800,0.4,3124,62,80,Pokemon the Movie: Giratina and the Sky Warrior,애니메이션,일본,애니메이션
1,1,20220704,OLD,20194376,탑건: 매버릭,2022-06-22 00:00:00,1657252790,59.3,151678,1459,6568,Top Gun: Maverick,액션,미국,액션
